
[2021-06-09 10:00:56.916] 4831	507	277.204	96.801	19.567	31.155	31.155	40.190	9.034	573.2	653.1	94.9
[2021-06-09 10:00:58.905] 4831	507	277.242	96.814	19.566	31.154	31.154	40.188	9.034	573.2	653.1	94.9
[2021-06-09 10:01:00.910] 4831	507	277.226	96.801	19.562	31.156	31.156	40.190	9.034	573.2	653.1	95.1
[2021-06-09 10:01:02.908] 4831	507	277.340	96.835	19.560	31.153	31.153	40.187	9.034	573.2	653.1	95.2
[2021-06-09 10:01:04.897] 4831	507	277.270	96.817	19.563	31.154	31.154	40.187	9.032	573.1	653.1	95.1
[2021-06-09 10:01:06.901] 4831	507	277.355	96.850	19.564	31.150	31.150	40.184	9.034	573.1	653.1	95.0
[2021-06-09 10:01:08.906] 4831	507	277.313	96.832	19.563	31.152	31.152	40.188	9.035	573.1	653.1	95.1
[2021-06-09 10:01:10.911] 4831	507	277.415	96.856	19.557	31.151	31.151	40.185	9.034	573.2	653.1	95.3
[2021-06-09 10:01:12.915] 4831	507	277.383	96.841	19.555	31.153	31.153	40.188	9.035	573.2	653.1	95.3
[2021-06-09 10:01:14.904] 4831	507	277.480	96.864	19.549	31.151	31.151	40.186	9.034	573.2	653.1	95.5
[2021-06-09 10:01:16.909] 4831	507	277.503	96.874	19.550	31.150	31.150	40.186	9.036	573.1	653.1	95.5
[2021-06-09 10:01:18.913] 4831	507	277.398	96.842	19.553	31.153	31.153	40.187	9.033	573.1	653.1	95.4
[2021-06-09 10:01:20.902] 4831	507	277.398	96.844	19.554	31.153	31.153	40.188	9.035	573.1	653.1	95.3
[2021-06-09 10:01:22.907] 4831	507	277.367	96.850	19.562	31.150	31.150	40.185	9.035	573.1	653.1	95.1
[2021-06-09 10:01:24.896] 4831	507	277.385	96.856	19.562	31.150	31.150	40.184	9.035	573.1	653.1	95.1
[2021-06-09 10:01:26.900] 4831	507	277.436	96.871	19.561	31.148	31.148	40.184	9.035	573.1	653.1	95.1
[2021-06-09 10:01:28.905] 4831	507	277.313	96.833	19.563	31.152	31.152	40.187	9.035	573.1	653.1	95.0
[2021-06-09 10:01:30.894] 4831	507	277.339	96.846	19.566	31.150	31.150	40.185	9.035	573.1	653.1	95.0
[2021-06-09 10:01:32.898] 4831	507	277.357	96.853	19.566	31.149	31.149	40.183	9.034	573.1	653.1	95.0
[2021-06-09 10:01:34.902] 4831	507	277.368	96.858	19.566	31.149	31.149	40.183	9.034	573.1	653.0	95.0
[2021-06-09 10:01:36.907] 4831	507	277.393	96.864	19.565	31.148	31.148	40.183	9.034	573.1	653.1	95.0
[2021-06-09 10:01:38.914] 4831	507	277.330	96.838	19.563	31.152	31.152	40.185	9.034	573.1	653.1	95.0
[2021-06-09 10:01:40.903] 4831	507	277.462	96.887	19.564	31.146	31.146	40.180	9.035	573.1	653.1	95.0
[2021-06-09 10:01:42.908] 4831	507	277.424	96.871	19.563	31.148	31.148	40.181	9.033	573.1	653.1	95.1
[2021-06-09 10:01:44.897] 4831	507	277.446	96.885	19.566	31.146	31.146	40.181	9.035	573.1	653.1	95.0
[2021-06-09 10:01:46.901] 4831	507	277.318	96.845	19.569	31.150	31.150	40.183	9.034	573.1	653.1	94.9
[2021-06-09 10:01:48.906] 4831	507	277.254	96.831	19.573	31.150	31.150	40.183	9.033	573.0	653.1	94.7
[2021-06-09 10:01:50.895] 4831	507	277.340	96.868	19.577	31.145	31.145	40.178	9.033	573.0	653.1	94.6
[2021-06-09 10:01:52.899] 4831	507	277.312	96.863	19.579	31.146	31.146	40.179	9.034	572.9	653.1	94.5
[2021-06-09 10:01:54.888] 4831	507	277.436	96.904	19.578	31.141	31.141	40.176	9.035	573.0	653.1	94.6
[2021-06-09 10:01:56.893] 4831	507	277.432	96.896	19.575	31.142	31.142	40.175	9.033	572.9	653.1	94.7
[2021-06-09 10:01:58.913] 4831	507	277.392	96.891	19.579	31.142	31.142	40.176	9.034	572.9	653.1	94.5
[2021-06-09 10:02:00.902] 4831	507	277.416	96.904	19.581	31.140	31.140	40.173	9.033	572.9	653.1	94.5
[2021-06-09 10:02:02.906] 4831	507	277.587	96.941	19.570	31.138	31.138	40.172	9.034	572.9	653.2	94.8
[2021-06-09 10:02:04.895] 4831	507	277.479	96.916	19.576	31.140	31.140	40.173	9.034	572.9	653.1	94.6
[2021-06-09 10:02:06.900] 4831	507	277.330	96.877	19.583	31.143	31.143	40.175	9.032	572.9	653.1	94.4
[2021-06-09 10:02:08.904] 4831	507	277.583	96.951	19.576	31.136	31.136	40.170	9.034	572.9	653.2	94.6
[2021-06-09 10:02:10.902] 4831	507	277.481	96.915	19.575	31.140	31.140	40.174	9.034	572.9	653.2	94.7
[2021-06-09 10:02:12.891] 4831	507	277.404	96.882	19.572	31.145	31.145	40.178	9.034	572.9	653.1	94.8
[2021-06-09 10:02:14.896] 4831	507	277.574	96.934	19.568	31.139	31.139	40.174	9.035	572.9	653.1	94.9
[2021-06-09 10:02:16.885] 4831	507	277.622	96.952	19.569	31.137	31.137	40.171	9.034	572.8	653.1	94.9
[2021-06-09 10:02:18.889] 4831	507	277.546	96.938	19.575	31.137	31.137	40.171	9.034	572.9	653.1	94.7
[2021-06-09 10:02:20.894] 4831	507	277.576	96.954	19.578	31.135	31.135	40.169	9.034	572.8	653.2	94.6
[2021-06-09 10:02:22.883] 4831	507	277.562	96.954	19.581	31.134	31.134	40.168	9.034	572.8	653.1	94.5
[2021-06-09 10:02:24.903] 4831	507	277.537	96.954	19.585	31.134	31.134	40.166	9.033	572.8	653.1	94.3
[2021-06-09 10:02:26.892] 4831	507	277.672	96.974	19.572	31.134	31.134	40.168	9.034	572.8	653.1	94.8
